request_id,timestamp,model_version,prompt_version,query_category,retrieval_score,retrieval_success,tool_required,tool_selected_correctly,structured_output_valid,groundedness_score,correctness_score,human_pass,latency_seconds,input_tokens,output_tokens,cost_usd,failure_category
REQ-09177,2026-07-21 16:34:01,model_v3,prompt_v3,general,0.968,True,False,True,True,0.912,1.0,True,2.44,1038,103,0.0054,none
REQ-09178,2026-07-21 16:35:47,model_v3,prompt_v3,billing,0.771,True,False,True,True,0.809,0.854,True,2.49,2607,453,0.0159,none
REQ-09179,2026-07-21 17:23:00,model_v3,prompt_v3,technical_support,0.826,True,True,True,True,0.796,0.965,True,4.38,560,429,0.0074,none
REQ-09180,2026-07-21 17:28:02,model_v3,prompt_v3,technical_support,0.827,True,False,True,True,0.766,0.881,True,3.17,1301,235,0.008,none
REQ-09181,2026-07-21 17:34:15,model_v3,prompt_v3,policy,0.821,True,True,True,True,0.826,1.0,True,3.55,2037,497,0.0141,none
REQ-09182,2026-07-21 17:41:39,model_v3,prompt_v3,policy,0.806,True,True,True,True,0.895,0.93,True,4.39,3205,205,0.0153,none
REQ-09183,2026-07-21 17:47:30,model_v3,prompt_v3,billing,0.947,True,True,True,True,0.902,0.982,True,4.27,2803,236,0.014,none
REQ-09184,2026-07-21 17:55:19,model_v3,prompt_v3,policy,0.886,True,True,True,True,0.905,0.975,True,3.3,1651,742,0.0155,none
REQ-09185,2026-07-21 18:11:32,model_v3,prompt_v3,product_question,0.604,True,True,True,True,0.8,0.844,True,3.99,2562,462,0.0158,none
REQ-09186,2026-07-21 18:16:03,model_v3,prompt_v3,general,0.799,True,False,True,True,0.831,0.993,True,6.9,549,308,0.0059,none
REQ-09187,2026-07-21 18:16:03,model_v3,prompt_v3,general,0.952,True,False,True,True,0.988,1.0,True,4.07,1323,772,0.0146,none
REQ-09188,2026-07-21 18:29:01,model_v3,prompt_v3,policy,0.925,True,True,True,True,0.977,0.871,True,3.86,732,895,0.0137,none
REQ-09189,2026-07-21 18:32:35,model_v3,prompt_v3,account,0.829,True,False,True,True,0.926,0.918,True,2.77,1302,407,0.0101,none
REQ-09190,2026-07-21 18:33:09,model_v3,prompt_v3,account,0.69,True,False,True,True,0.894,0.826,False,3.39,654,231,0.0054,none
REQ-09191,2026-07-21 18:36:22,model_v3,prompt_v3,general,0.841,True,False,True,True,0.838,0.964,True,3.91,2391,583,0.0166,none
REQ-09192,2026-07-21 18:47:28,model_v3,prompt_v3,product_question,0.92,True,False,True,True,0.962,0.95,True,3.36,2228,211,0.0114,none
REQ-09193,2026-07-21 18:50:13,model_v3,prompt_v3,technical_support,0.822,True,False,True,True,0.849,1.0,True,3.1,2818,586,0.0183,none
REQ-09194,2026-07-21 18:51:21,model_v3,prompt_v3,general,0.906,True,True,True,True,0.924,0.918,False,3.71,1719,201,0.0093,none
REQ-09195,2026-07-21 19:10:12,model_v3,prompt_v3,general,0.829,True,False,True,True,0.867,0.831,False,3.97,3127,431,0.0177,none
REQ-09196,2026-07-21 19:13:05,model_v3,prompt_v3,product_question,0.756,True,False,True,True,0.875,0.9,True,3.11,2217,753,0.0179,none
REQ-09197,2026-07-21 19:19:31,model_v3,prompt_v3,general,0.934,True,False,True,True,0.872,1.0,True,3.0,1512,329,0.01,none
REQ-09198,2026-07-21 19:27:30,model_v3,prompt_v3,billing,0.886,True,False,True,True,0.903,0.895,True,3.01,1713,376,0.0114,none
REQ-09199,2026-07-21 19:30:30,model_v3,prompt_v3,policy,0.865,True,False,True,True,0.773,0.989,True,2.83,1613,634,0.0141,none
REQ-09200,2026-07-21 19:39:31,model_v3,prompt_v3,general,0.873,True,False,True,True,0.812,0.888,True,3.22,3425,503,0.0197,none
REQ-09201,2026-07-21 19:49:54,model_v3,prompt_v3,billing,0.848,True,False,True,True,0.811,0.893,True,2.48,1048,360,0.0085,none
REQ-09202,2026-07-21 20:55:32,model_v3,prompt_v3,account,0.742,True,False,True,True,0.824,0.877,True,2.82,2788,360,0.0155,none
REQ-09203,2026-07-21 21:22:17,model_v3,prompt_v3,policy,0.784,True,True,True,True,0.839,0.858,True,4.22,3194,782,0.0222,none
REQ-09204,2026-07-21 21:22:50,model_v3,prompt_v3,technical_support,0.88,True,False,True,True,0.97,1.0,True,3.59,878,259,0.0066,none
REQ-09205,2026-07-21 21:53:38,model_v3,prompt_v3,billing,0.525,False,False,True,True,0.71,0.665,True,3.34,2062,602,0.0155,retrieval_failure
REQ-09206,2026-07-21 21:54:05,model_v3,prompt_v3,account,0.887,True,False,True,True,0.876,0.859,True,5.9,2607,456,0.0159,none
REQ-09207,2026-07-21 21:58:31,model_v3,prompt_v3,technical_support,0.676,True,False,True,True,0.95,0.828,True,2.98,2017,116,0.0095,none
REQ-09208,2026-07-21 22:05:46,model_v3,prompt_v3,technical_support,0.938,True,True,True,True,0.923,0.913,True,4.68,1084,427,0.0095,none
REQ-09209,2026-07-21 22:32:32,model_v3,prompt_v3,general,0.66,True,False,True,True,0.631,0.689,False,2.44,2302,151,0.011,grounding_failure
REQ-09210,2026-07-21 22:41:01,model_v3,prompt_v3,product_question,0.835,True,False,True,True,0.754,0.91,True,3.09,2892,612,0.0189,none
REQ-09211,2026-07-21 23:08:08,model_v3,prompt_v3,policy,0.866,True,True,True,True,0.912,0.877,True,3.69,2671,337,0.0147,none
REQ-09212,2026-07-21 23:09:43,model_v3,prompt_v3,billing,0.904,True,True,True,True,0.778,0.923,False,3.27,3274,321,0.0169,none
REQ-09213,2026-07-21 23:10:01,model_v3,prompt_v3,technical_support,0.958,True,False,True,True,0.935,0.965,True,3.22,2801,426,0.0163,none
REQ-09214,2026-07-21 23:11:34,model_v3,prompt_v3,account,0.906,True,True,True,True,0.865,1.0,True,6.01,1752,835,0.017,none
REQ-09215,2026-07-21 23:22:41,model_v3,prompt_v3,general,0.827,True,True,True,True,0.971,0.869,True,4.33,3085,266,0.0155,none
REQ-09216,2026-07-21 23:40:35,model_v3,prompt_v3,general,0.809,True,True,True,True,0.744,0.906,True,3.63,2113,602,0.0157,none
REQ-09217,2026-07-21 23:56:41,model_v3,prompt_v3,technical_support,0.453,False,True,True,True,0.664,0.696,False,2.8,783,844,0.0133,retrieval_failure
REQ-09218,2026-07-21 23:58:41,model_v3,prompt_v3,general,0.767,True,True,True,True,0.774,0.828,True,4.69,3352,130,0.015,none
REQ-09219,2026-07-22 00:23:37,model_v3,prompt_v3,billing,0.686,True,False,True,True,0.715,0.811,True,2.82,3358,184,0.0156,none
REQ-09220,2026-07-22 00:35:15,model_v3,prompt_v3,technical_support,0.788,True,False,True,True,0.919,0.939,True,2.58,559,141,0.0039,none
REQ-09221,2026-07-22 00:43:08,model_v3,prompt_v3,policy,0.782,True,False,True,True,0.772,0.783,True,3.52,866,543,0.01,none
REQ-09222,2026-07-22 00:46:15,model_v3,prompt_v3,technical_support,0.9,True,False,True,True,0.822,0.951,True,4.14,2620,414,0.0154,none
REQ-09223,2026-07-22 00:48:23,model_v3,prompt_v3,general,0.792,True,True,True,True,0.782,0.883,True,3.18,1526,667,0.0141,none
REQ-09224,2026-07-22 00:52:01,model_v3,prompt_v3,account,0.812,True,False,True,True,0.757,0.933,True,3.82,2450,104,0.011,none
REQ-09225,2026-07-22 01:04:36,model_v3,prompt_v3,policy,0.714,True,False,True,True,0.657,0.841,True,2.78,1201,433,0.01,grounding_failure
REQ-09226,2026-07-22 01:10:23,model_v3,prompt_v3,account,0.97,True,False,True,True,0.876,1.0,True,3.04,1270,872,0.0155,none
REQ-09227,2026-07-22 01:18:56,model_v3,prompt_v3,account,0.857,True,True,True,True,0.744,0.968,True,5.02,1417,642,0.0134,none
REQ-09228,2026-07-22 01:46:36,model_v3,prompt_v3,technical_support,0.737,True,False,True,True,0.719,0.828,True,2.73,603,589,0.0095,none
REQ-09229,2026-07-22 01:50:28,model_v3,prompt_v3,general,0.827,True,False,True,True,0.775,0.98,True,3.04,887,727,0.0123,none
REQ-09230,2026-07-22 02:09:21,model_v3,prompt_v3,product_question,0.963,True,False,True,True,0.943,1.0,True,2.68,2448,170,0.0118,none
REQ-09231,2026-07-22 02:13:26,model_v3,prompt_v3,product_question,0.435,False,False,True,True,0.492,0.713,True,3.3,560,209,0.0047,retrieval_failure
REQ-09232,2026-07-22 02:14:11,model_v3,prompt_v3,billing,0.754,True,True,True,True,0.832,0.873,True,4.76,2122,560,0.0152,none
REQ-09233,2026-07-22 02:31:10,model_v3,prompt_v3,billing,0.596,False,False,True,True,0.537,0.756,True,2.55,2284,341,0.0132,retrieval_failure
REQ-09234,2026-07-22 02:42:32,model_v3,prompt_v3,billing,0.662,True,True,True,True,0.665,0.688,True,3.93,826,637,0.0109,grounding_failure
REQ-09235,2026-07-22 02:58:14,model_v3,prompt_v3,policy,0.684,True,True,True,True,0.73,0.833,True,4.58,1209,407,0.0097,none
REQ-09236,2026-07-22 03:14:17,model_v3,prompt_v3,account,0.453,False,False,True,True,0.566,0.711,True,3.49,1392,636,0.0132,retrieval_failure
REQ-09237,2026-07-22 03:19:03,model_v3,prompt_v3,technical_support,0.881,True,False,True,True,0.877,0.982,True,3.21,683,586,0.0098,none
REQ-09238,2026-07-22 03:24:25,model_v3,prompt_v3,product_question,0.735,True,False,True,True,0.683,0.729,True,3.81,1796,594,0.0143,grounding_failure
REQ-09239,2026-07-22 03:33:33,model_v3,prompt_v3,product_question,0.701,True,True,True,True,0.889,0.845,True,3.38,2518,582,0.0171,none
REQ-09240,2026-07-22 03:47:58,model_v3,prompt_v3,technical_support,0.754,True,False,True,True,0.903,0.847,False,2.92,2686,631,0.0183,none
REQ-09241,2026-07-22 03:48:08,model_v3,prompt_v3,billing,0.798,True,False,True,True,0.637,0.845,True,2.71,824,128,0.0048,grounding_failure
REQ-09242,2026-07-22 03:50:41,model_v3,prompt_v3,technical_support,0.912,True,True,True,True,0.935,0.845,True,3.34,2426,705,0.0182,none
REQ-09243,2026-07-22 04:00:19,model_v3,prompt_v3,policy,0.72,True,True,True,True,0.743,0.796,True,3.61,3104,786,0.0218,none
REQ-09244,2026-07-22 04:10:28,model_v3,prompt_v3,account,0.736,True,True,True,True,0.769,0.858,False,3.44,1144,390,0.0093,none
REQ-09245,2026-07-22 04:11:44,model_v3,prompt_v3,product_question,0.637,True,False,True,True,0.707,0.765,False,3.47,3287,193,0.0155,none
REQ-09246,2026-07-22 04:16:08,model_v3,prompt_v3,billing,0.634,True,True,True,True,0.656,0.88,True,5.3,2120,686,0.0167,grounding_failure
REQ-09247,2026-07-22 04:18:03,model_v3,prompt_v3,general,0.844,True,True,True,True,0.84,0.897,True,4.54,2013,673,0.0161,none
REQ-09248,2026-07-22 04:34:01,model_v3,prompt_v3,general,0.826,True,True,True,True,0.944,0.933,True,4.54,3092,377,0.0169,none
REQ-09249,2026-07-22 05:12:04,model_v3,prompt_v3,billing,0.851,True,True,True,True,0.98,0.855,True,4.47,660,203,0.0051,none
REQ-09250,2026-07-22 05:23:45,model_v3,prompt_v3,technical_support,0.913,True,False,True,True,0.885,0.901,True,3.79,3317,544,0.0198,none
REQ-09251,2026-07-22 05:27:04,model_v3,prompt_v3,technical_support,0.729,True,False,True,True,0.66,0.873,True,2.81,2513,291,0.0135,grounding_failure
REQ-09252,2026-07-22 05:55:48,model_v3,prompt_v3,policy,0.937,True,False,True,True,0.891,0.938,True,2.79,551,700,0.0106,none
REQ-09253,2026-07-22 06:01:07,model_v3,prompt_v3,technical_support,0.685,True,False,True,True,0.723,0.812,True,3.11,3284,899,0.0239,none
REQ-09254,2026-07-22 06:08:53,model_v3,prompt_v3,product_question,0.889,True,False,True,True,0.978,0.941,True,5.22,700,771,0.0121,none
REQ-09255,2026-07-22 06:15:46,model_v3,prompt_v3,account,0.703,True,False,True,True,0.672,0.855,True,3.76,539,461,0.0077,grounding_failure
REQ-09256,2026-07-22 06:16:58,model_v3,prompt_v3,billing,0.886,True,True,True,True,0.744,0.842,True,4.07,2745,114,0.0123,none
REQ-09257,2026-07-22 06:38:28,model_v3,prompt_v3,product_question,0.874,True,True,True,True,0.818,0.892,True,3.51,1785,612,0.0145,none
REQ-09258,2026-07-22 06:59:11,model_v3,prompt_v3,product_question,0.825,True,False,True,True,0.882,0.947,True,3.27,3182,684,0.0209,none
REQ-09259,2026-07-22 07:03:10,model_v3,prompt_v3,policy,0.617,True,False,True,True,0.634,0.746,True,2.61,774,650,0.0109,grounding_failure
REQ-09260,2026-07-22 07:09:45,model_v3,prompt_v3,policy,0.643,True,True,True,True,0.699,0.677,False,4.16,3106,549,0.019,grounding_failure
REQ-09261,2026-07-22 07:10:30,model_v3,prompt_v3,product_question,0.773,True,True,True,True,0.854,0.886,True,4.07,611,103,0.0037,none
REQ-09262,2026-07-22 07:14:53,model_v3,prompt_v3,technical_support,0.571,False,True,True,True,0.562,0.625,False,3.98,3280,142,0.0148,retrieval_failure
REQ-09263,2026-07-22 07:23:26,model_v3,prompt_v3,general,0.79,True,False,True,True,0.805,0.882,True,3.02,3401,883,0.0242,none
REQ-09264,2026-07-22 07:27:44,model_v3,prompt_v3,policy,0.897,True,False,True,True,0.899,1.0,True,2.88,2219,544,0.0154,none
REQ-09265,2026-07-22 07:40:30,model_v3,prompt_v3,general,0.805,True,True,True,True,0.867,0.872,True,4.02,2538,186,0.0124,none
REQ-09266,2026-07-22 07:43:11,model_v3,prompt_v3,general,0.809,True,False,True,True,0.795,0.952,True,2.68,2858,373,0.0159,none
REQ-09267,2026-07-22 08:03:23,model_v3,prompt_v3,technical_support,0.807,True,True,True,True,0.931,0.965,True,3.27,574,699,0.0107,none
REQ-09268,2026-07-22 08:12:54,model_v3,prompt_v3,product_question,0.766,True,False,True,True,0.762,0.913,True,7.06,945,145,0.0055,none
REQ-09269,2026-07-22 09:11:14,model_v3,prompt_v3,product_question,0.764,True,False,True,True,0.852,0.785,True,2.75,870,643,0.0112,none
REQ-09270,2026-07-22 09:16:00,model_v3,prompt_v3,billing,0.829,True,True,True,True,0.916,0.914,True,4.43,1608,188,0.0087,none
REQ-09271,2026-07-22 09:32:45,model_v3,prompt_v3,product_question,0.792,True,True,True,True,0.635,0.882,True,3.89,1141,356,0.0088,grounding_failure
REQ-09272,2026-07-22 09:35:56,model_v3,prompt_v3,technical_support,0.919,True,True,True,True,1.0,0.959,True,4.86,1631,884,0.0171,none
REQ-09273,2026-07-22 09:53:22,model_v3,prompt_v3,technical_support,0.782,True,False,True,True,0.731,0.756,True,3.78,1809,895,0.018,none
REQ-09274,2026-07-22 10:19:30,model_v3,prompt_v3,account,0.969,True,True,True,True,0.898,1.0,True,3.81,1008,646,0.0118,none
REQ-09275,2026-07-22 10:56:09,model_v3,prompt_v3,policy,0.76,True,False,True,True,0.869,0.942,True,3.05,1221,235,0.0077,none
REQ-09276,2026-07-22 10:56:40,model_v3,prompt_v3,product_question,0.946,True,True,True,True,0.883,1.0,True,3.99,2224,338,0.013,none
REQ-09277,2026-07-22 11:10:29,model_v3,prompt_v3,technical_support,0.755,True,False,True,True,0.784,0.75,True,2.7,1519,639,0.0137,answer_quality_failure
REQ-09278,2026-07-22 11:11:54,model_v3,prompt_v3,billing,0.865,True,False,True,True,0.926,0.936,True,4.22,2622,679,0.0186,none
REQ-09279,2026-07-22 11:22:05,model_v3,prompt_v3,technical_support,0.8,True,False,True,True,0.83,0.869,True,2.74,1520,125,0.0076,none
REQ-09280,2026-07-22 11:34:12,model_v3,prompt_v3,billing,0.736,True,True,True,True,0.706,0.775,True,3.9,3329,179,0.0155,none
REQ-09281,2026-07-22 11:34:45,model_v3,prompt_v3,technical_support,0.805,True,True,True,True,0.905,0.926,True,4.08,3124,413,0.0175,none
REQ-09282,2026-07-22 11:55:23,model_v3,prompt_v3,technical_support,0.752,True,True,True,True,0.812,0.887,True,7.41,2690,449,0.0161,none
REQ-09283,2026-07-22 11:57:11,model_v3,prompt_v3,general,0.714,True,True,True,True,0.653,0.795,True,4.11,2135,746,0.0175,grounding_failure
REQ-09284,2026-07-22 11:57:47,model_v3,prompt_v3,technical_support,0.477,False,True,True,True,0.6,0.791,True,3.23,3358,879,0.024,retrieval_failure
REQ-09285,2026-07-22 12:12:19,model_v3,prompt_v3,product_question,0.754,True,False,True,True,0.812,0.75,False,3.01,1365,776,0.0148,none
REQ-09286,2026-07-22 12:12:34,model_v3,prompt_v3,general,0.917,True,False,True,True,0.867,0.983,True,3.58,1093,439,0.0096,none
REQ-09287,2026-07-22 12:36:29,model_v3,prompt_v3,technical_support,0.761,True,True,True,True,0.679,0.761,True,4.84,1780,800,0.0167,grounding_failure
REQ-09288,2026-07-22 12:46:23,model_v3,prompt_v3,general,0.956,True,False,True,True,0.823,0.97,True,2.59,3261,204,0.0155,none
REQ-09289,2026-07-22 13:03:19,model_v3,prompt_v3,billing,0.755,True,False,True,True,0.742,0.879,True,4.74,2332,328,0.0133,none
REQ-09290,2026-07-22 13:08:42,model_v3,prompt_v3,technical_support,0.815,True,True,True,True,0.853,0.987,True,3.78,641,447,0.0079,none
REQ-09291,2026-07-22 13:09:01,model_v3,prompt_v3,billing,0.645,True,True,True,True,0.799,0.801,True,4.16,523,188,0.0043,none
REQ-09292,2026-07-22 13:16:24,model_v3,prompt_v3,product_question,0.759,True,True,True,True,0.694,0.853,True,4.09,2573,875,0.0208,grounding_failure
REQ-09293,2026-07-22 13:29:58,model_v3,prompt_v3,general,0.917,True,False,True,True,0.854,0.819,True,3.39,1801,131,0.0088,none
REQ-09294,2026-07-22 13:46:15,model_v3,prompt_v3,product_question,0.708,True,True,True,True,0.611,0.868,True,3.64,691,198,0.0051,grounding_failure
REQ-09295,2026-07-22 13:52:59,model_v3,prompt_v3,product_question,0.979,True,False,True,True,0.932,1.0,True,3.02,730,359,0.0072,none
REQ-09296,2026-07-22 13:54:18,model_v3,prompt_v3,account,0.734,True,False,True,True,0.881,0.889,True,5.23,815,200,0.0057,none
REQ-09297,2026-07-22 13:56:39,model_v3,prompt_v3,general,0.962,True,False,True,True,0.995,1.0,True,3.44,1832,337,0.0114,none
REQ-09298,2026-07-22 14:08:42,model_v3,prompt_v3,technical_support,0.703,True,True,True,True,0.736,0.79,True,3.31,2059,820,0.0181,none
REQ-09299,2026-07-22 14:14:56,model_v3,prompt_v3,account,0.826,True,False,True,True,0.812,0.876,True,2.92,2603,300,0.014,none
REQ-09300,2026-07-22 14:19:46,model_v3,prompt_v3,general,0.722,True,True,True,True,0.742,0.795,True,5.53,876,277,0.0068,none
REQ-09301,2026-07-22 14:43:03,model_v3,prompt_v3,technical_support,0.946,True,False,True,True,0.892,0.924,True,3.32,3490,106,0.0152,none
REQ-09302,2026-07-22 15:19:54,model_v3,prompt_v3,technical_support,0.732,True,False,True,True,0.776,0.863,True,2.66,2602,283,0.0138,none
REQ-09303,2026-07-22 15:47:52,model_v3,prompt_v3,billing,0.897,True,False,True,True,0.856,1.0,True,2.98,3195,520,0.019,none
REQ-09304,2026-07-22 15:56:47,model_v3,prompt_v3,billing,0.726,True,False,True,True,0.769,0.82,True,3.09,2836,452,0.0168,none
REQ-09305,2026-07-22 15:58:05,model_v3,prompt_v3,policy,0.803,True,False,True,True,0.741,0.883,True,2.67,1656,138,0.0083,none
REQ-09306,2026-07-22 16:11:40,model_v3,prompt_v3,technical_support,0.861,True,True,True,True,0.889,0.928,True,5.98,1245,625,0.0125,none
REQ-09307,2026-07-22 16:31:08,model_v3,prompt_v3,general,0.824,True,False,True,True,0.877,0.907,True,2.6,503,423,0.0071,none
REQ-09308,2026-07-22 16:41:28,model_v3,prompt_v3,billing,0.856,True,False,True,True,1.0,0.947,True,4.58,882,401,0.0083,none
REQ-09309,2026-07-22 16:51:41,model_v3,prompt_v3,product_question,0.405,False,False,True,True,0.596,0.755,True,2.62,2989,152,0.0138,retrieval_failure
REQ-09310,2026-07-22 17:04:09,model_v3,prompt_v3,product_question,0.644,True,False,True,True,0.706,0.79,True,3.28,657,605,0.0099,none
REQ-09311,2026-07-22 17:34:03,model_v3,prompt_v3,product_question,0.82,True,False,True,True,0.943,0.988,True,4.08,1253,145,0.0068,none
REQ-09312,2026-07-22 17:37:24,model_v3,prompt_v3,technical_support,0.877,True,False,True,True,0.967,0.963,True,3.02,1701,328,0.0107,none
REQ-09313,2026-07-22 17:41:39,model_v3,prompt_v3,product_question,0.541,False,False,True,True,0.6,0.827,True,2.74,2313,848,0.0194,retrieval_failure
REQ-09314,2026-07-22 17:46:04,model_v3,prompt_v3,product_question,0.532,False,False,True,True,0.766,0.838,True,3.19,1574,857,0.0166,retrieval_failure
REQ-09315,2026-07-22 17:59:05,model_v3,prompt_v3,general,0.861,True,False,True,True,0.882,0.986,True,3.34,1384,670,0.0136,none
REQ-09316,2026-07-22 18:01:21,model_v3,prompt_v3,technical_support,0.74,True,True,True,True,0.682,0.876,True,5.47,726,601,0.0101,grounding_failure
REQ-09317,2026-07-22 18:15:13,model_v3,prompt_v3,technical_support,0.65,True,True,True,True,0.671,0.828,True,2.93,2013,582,0.015,grounding_failure
REQ-09318,2026-07-22 18:20:11,model_v3,prompt_v3,product_question,0.565,False,False,True,True,0.623,0.711,True,2.7,2480,554,0.0166,retrieval_failure
REQ-09319,2026-07-22 18:22:41,model_v3,prompt_v3,account,0.796,True,True,True,True,0.921,0.933,True,5.7,1238,506,0.011,none
REQ-09320,2026-07-22 18:29:13,model_v3,prompt_v3,billing,0.81,True,False,True,True,0.838,1.0,True,3.23,1612,277,0.0098,none
REQ-09321,2026-07-22 18:35:41,model_v3,prompt_v3,general,0.697,True,False,True,True,0.76,0.86,False,3.36,3077,895,0.023,none
REQ-09322,2026-07-22 18:42:19,model_v3,prompt_v3,account,0.925,True,False,True,True,0.897,0.935,True,3.6,1024,479,0.0098,none
REQ-09323,2026-07-22 18:46:46,model_v3,prompt_v3,account,0.905,True,True,True,True,1.0,0.9,True,3.49,3254,838,0.0231,none
REQ-09324,2026-07-22 19:18:05,model_v3,prompt_v3,product_question,0.779,True,False,True,True,0.792,0.85,True,4.09,983,675,0.012,none
REQ-09325,2026-07-22 19:44:57,model_v3,prompt_v3,billing,0.64,True,False,True,True,0.686,0.72,True,3.54,3465,435,0.0191,grounding_failure
REQ-09326,2026-07-22 19:56:31,model_v3,prompt_v3,billing,0.683,True,False,True,True,0.826,0.866,False,3.13,1347,614,0.0128,none
REQ-09327,2026-07-22 19:59:56,model_v3,prompt_v3,billing,0.978,True,True,True,True,0.947,0.925,True,3.72,2251,269,0.0122,none
REQ-09328,2026-07-22 20:07:04,model_v3,prompt_v3,billing,0.747,True,False,True,True,0.884,0.797,True,3.86,2755,797,0.0206,none
REQ-09329,2026-07-22 20:31:37,model_v3,prompt_v3,technical_support,0.931,True,True,True,True,0.876,0.98,True,6.02,805,684,0.0114,none
REQ-09330,2026-07-22 20:48:43,model_v3,prompt_v3,policy,0.705,True,True,True,True,0.77,0.748,True,5.5,2687,442,0.0161,answer_quality_failure
REQ-09331,2026-07-22 21:03:49,model_v3,prompt_v3,technical_support,0.811,True,True,True,True,0.953,0.945,True,2.93,1200,789,0.0143,none
REQ-09332,2026-07-22 21:07:14,model_v3,prompt_v3,technical_support,0.736,True,True,True,True,0.744,0.943,True,4.82,2219,556,0.0155,none
REQ-09333,2026-07-22 21:08:08,model_v3,prompt_v3,product_question,0.863,True,False,True,True,0.929,0.974,True,3.55,1679,204,0.0092,none
REQ-09334,2026-07-22 21:11:22,model_v3,prompt_v3,account,0.954,True,False,True,True,0.811,1.0,True,3.13,1224,181,0.0071,none
REQ-09335,2026-07-22 21:24:33,model_v3,prompt_v3,technical_support,0.855,True,False,True,True,0.907,0.977,True,2.59,2685,119,0.0122,none
REQ-09336,2026-07-22 21:27:29,model_v3,prompt_v3,technical_support,0.785,True,False,True,True,0.764,0.759,True,2.76,2612,301,0.0141,none
REQ-09337,2026-07-22 21:36:09,model_v3,prompt_v3,technical_support,0.967,True,True,True,True,0.99,0.88,True,4.39,911,173,0.0057,none
REQ-09338,2026-07-22 21:39:35,model_v3,prompt_v3,technical_support,0.878,True,False,True,True,0.792,0.949,True,2.89,760,461,0.0086,none
REQ-09339,2026-07-22 21:49:18,model_v3,prompt_v3,billing,0.785,True,False,True,True,0.881,0.944,True,5.2,1730,604,0.0142,none
REQ-09340,2026-07-22 21:51:19,model_v3,prompt_v3,general,0.94,True,True,True,True,0.906,1.0,True,3.49,1170,553,0.0113,none
REQ-09341,2026-07-22 22:02:26,model_v3,prompt_v3,general,0.967,True,False,True,True,0.956,1.0,True,3.05,1451,503,0.0118,none
REQ-09342,2026-07-22 22:12:03,model_v3,prompt_v3,general,0.685,True,False,True,True,0.753,0.785,True,2.51,1076,482,0.0101,none
REQ-09343,2026-07-22 22:18:47,model_v3,prompt_v3,billing,0.935,True,False,True,True,0.899,0.999,True,2.51,3368,867,0.0239,none
REQ-09344,2026-07-22 22:19:58,model_v3,prompt_v3,policy,0.498,False,True,True,True,0.577,0.751,True,2.95,565,352,0.0065,retrieval_failure
REQ-09345,2026-07-22 22:22:36,model_v3,prompt_v3,product_question,0.835,True,False,True,True,0.774,0.87,True,2.48,2442,848,0.0199,none
REQ-09346,2026-07-22 22:36:01,model_v3,prompt_v3,billing,0.832,True,True,True,True,0.889,0.878,True,4.05,2781,275,0.0144,none
REQ-09347,2026-07-22 22:37:59,model_v3,prompt_v3,general,0.945,True,False,True,True,0.833,0.882,True,2.74,1387,429,0.0107,none
REQ-09348,2026-07-22 22:49:56,model_v3,prompt_v3,policy,0.648,True,False,True,True,0.709,0.719,False,2.65,1500,479,0.0117,answer_quality_failure
REQ-09349,2026-07-22 22:59:15,model_v3,prompt_v3,billing,0.765,True,False,True,True,0.725,0.829,True,3.08,1292,157,0.0071,none
REQ-09350,2026-07-22 22:59:39,model_v3,prompt_v3,general,0.957,True,False,True,True,0.897,0.995,True,2.99,2196,617,0.0162,none
REQ-09351,2026-07-22 23:31:16,model_v3,prompt_v3,billing,0.787,True,False,True,True,0.678,0.937,True,2.97,3364,357,0.0177,grounding_failure
REQ-09352,2026-07-23 00:25:02,model_v3,prompt_v3,technical_support,0.563,False,True,True,True,0.747,0.734,False,3.75,3142,823,0.0224,retrieval_failure
REQ-09353,2026-07-23 00:39:25,model_v3,prompt_v3,billing,0.882,True,False,True,True,0.922,0.884,False,3.33,2434,696,0.0181,none
REQ-09354,2026-07-23 00:40:33,model_v3,prompt_v3,billing,0.941,True,False,True,True,0.907,0.996,True,3.5,1130,333,0.0085,none
REQ-09355,2026-07-23 00:43:01,model_v3,prompt_v3,general,0.848,True,False,True,True,0.862,0.895,True,2.67,2340,291,0.0129,none
REQ-09356,2026-07-23 00:44:45,model_v3,prompt_v3,product_question,0.875,True,False,True,True,0.95,1.0,True,4.57,1794,873,0.0177,none
REQ-09357,2026-07-23 00:50:43,model_v3,prompt_v3,account,0.847,True,False,True,True,0.811,0.957,True,3.09,860,117,0.0048,none
REQ-09358,2026-07-23 00:56:15,model_v3,prompt_v3,policy,0.855,True,False,True,True,0.946,0.986,True,3.99,1615,859,0.0168,none
REQ-09359,2026-07-23 01:21:58,model_v3,prompt_v3,general,0.872,True,False,True,True,0.816,0.842,True,3.16,1258,258,0.0081,none
REQ-09360,2026-07-23 01:33:02,model_v3,prompt_v3,general,0.929,True,False,True,True,0.9,0.937,True,3.67,2028,261,0.0112,none
REQ-09361,2026-07-23 01:43:03,model_v3,prompt_v3,general,0.729,True,False,True,True,0.676,0.888,False,2.54,736,669,0.011,grounding_failure
REQ-09362,2026-07-23 02:18:46,model_v3,prompt_v3,general,0.854,True,False,True,True,0.95,0.938,True,2.63,2489,255,0.013,none
REQ-09363,2026-07-23 02:42:53,model_v3,prompt_v3,product_question,0.978,True,False,True,True,0.914,0.865,True,2.82,1143,651,0.0124,none
